sample,time,code,chan
2979512,1454.83984375,120.0,-1.0
2979596,1454.880859375,148,right
2985518,1457.7724609375,4,-1
2986409,1458.20751953125,138,left
2986566,1458.2841796875,60,-1
2986747,1458.37255859375,148,left
2999888,1464.7890625,8.0,-1.0
3000628,1465.150390625,138,right
3000734,1465.2021484375,120.0,-1.0
3000868,1465.267578125,148,right
3000918,1465.2919921875,138,right
3000992,1465.328125,148,right
3006748,1468.138671875,8.0,-1.0
3007300,1468.408203125,138,right
3007469,1468.49072265625,148,right
3007587,1468.54833984375,138,right
3007690,1468.5986328125,120.0,-1.0
3007915,1468.70849609375,148,right
3007991,1468.74560546875,138,right
3008044,1468.771484375,148,right
3008364,1468.927734375,138,right
3008472,1468.98046875,148,right
3009732,1469.595703125,138,right
3009755,1469.60693359375,148,right
3013677,1471.52197265625,16.0,-1.0
3014223,1471.78857421875,138,right
3014388,1471.869140625,112.0,-1.0
3014499,1471.92333984375,148,right
3015213,1472.27197265625,192.0,-1.0
3033884,1481.388671875,16.0,-1.0
3034520,1481.69921875,138,right
3034649,1481.76220703125,112.0,-1.0
3034889,1481.87939453125,148,right
3035474,1482.1650390625,192.0,-1.0
3040642,1484.6884765625,16.0,-1.0
3041145,1484.93408203125,138,right
3041251,1484.98583984375,112.0,-1.0
3041404,1485.060546875,148,right
3042076,1485.388671875,192.0,-1.0
3047264,1487.921875,8.0,-1.0
3047971,1488.26708984375,138,right
3048106,1488.3330078125,120.0,-1.0
3048223,1488.39013671875,148,right
3048539,1488.54443359375,138,right
3048569,1488.55908203125,148,right
3054091,1491.25537109375,4,-1
3054832,1491.6171875,138,left
3054968,1491.68359375,60,-1
3055107,1491.75146484375,148,left
3060951,1494.60498046875,16,-1
3061942,1495.0888671875,138,right
3062092,1495.162109375,112,-1
3062196,1495.212890625,148,right
3062933,1495.57275390625,138,left
3062960,1495.5859375,148,left
3068085,1498.08837890625,4,-1
3068690,1498.3837890625,138,right
3068749,1498.41259765625,148,right
3068827,1498.45068359375,138,right
3068933,1498.50244140625,148,right
3068941,1498.50634765625,124,-1
3069745,1498.89892578125,138,left
3069840,1498.9453125,148,left
3074946,1501.4384765625,8.0,-1.0
3075424,1501.671875,138,right
3075574,1501.7451171875,120.0,-1.0
3075627,1501.77099609375,148,right
3076261,1502.08056640625,138,right
3076386,1502.1416015625,148,right
3076399,1502.14794921875,192.0,-1.0
3081567,1504.67138671875,16.0,-1.0
3082198,1504.9794921875,138,right
3082381,1505.06884765625,112.0,-1.0
3082473,1505.11376953125,148,right
3083206,1505.4716796875,192.0,-1.0
3088394,1508.0048828125,4,-1
3089338,1508.4658203125,138,left
3089456,1508.5234375,60,-1
3089614,1508.6005859375,148,left
3095459,1511.45458984375,16.0,-1.0
3096122,1511.7783203125,138,right
3096279,1511.85498046875,112.0,-1.0
3096374,1511.9013671875,148,right
3097104,1512.2578125,192.0,-1.0
3109181,1518.15478515625,4,-1
3109512,1518.31640625,138,right
3109620,1518.369140625,148,right
3110068,1518.587890625,138,left
3110253,1518.67822265625,60,-1
3110437,1518.76806640625,148,left
3116246,1521.6044921875,16.0,-1.0
3116448,1521.703125,138,right
3116556,1521.755859375,148,right
3116782,1521.8662109375,138,right
3116898,1521.9228515625,112.0,-1.0
3117045,1521.99462890625,148,right
3117428,1522.181640625,138,right
3117450,1522.1923828125,148,right
3117640,1522.28515625,138,right
3117696,1522.3125,148,right
3117723,1522.32568359375,192.0,-1.0
3118079,1522.49951171875,138,right
3118187,1522.55224609375,148,right
3118569,1522.73876953125,138,right
3118606,1522.7568359375,148,right
3122902,1524.8544921875,16.0,-1.0
3123429,1525.11181640625,138,right
3123525,1525.15869140625,112.0,-1.0
3123646,1525.2177734375,148,right
3124350,1525.5615234375,192.0,-1.0
3129524,1528.087890625,4,-1
3130147,1528.39208984375,138,left
3130336,1528.484375,60,-1
3130431,1528.53076171875,148,left
3131161,1528.88720703125,192,-1
3131893,1529.24462890625,138,left
3132009,1529.30126953125,148,left
3136351,1531.42138671875,16.0,-1.0
3136682,1531.5830078125,138,right
3136792,1531.63671875,148,right
3136998,1531.7373046875,138,right
3137143,1531.80810546875,112.0,-1.0
3137266,1531.8681640625,148,right
3137968,1532.2109375,192.0,-1.0
3149970,1538.0712890625,8.0,-1.0
3150695,1538.42529296875,138,right
3150866,1538.5087890625,120.0,-1.0
3150945,1538.54736328125,148,right
3156864,1541.4375,16.0,-1.0
3157344,1541.671875,138,right
3157473,1541.73486328125,112.0,-1.0
3157602,1541.7978515625,148,right
3158298,1542.1376953125,192.0,-1.0
3177105,1551.32080078125,4,-1
3177794,1551.6572265625,138,left
3177951,1551.73388671875,60,-1
3178133,1551.82275390625,148,left
3178776,1552.13671875,192,-1
3183966,1554.6708984375,4,-1
3184743,1555.05029296875,138,left
3184893,1555.12353515625,60,-1
3185061,1555.20556640625,148,left
3197619,1561.33740234375,16.0,-1.0
3198174,1561.6083984375,138,right
3198316,1561.677734375,112.0,-1.0
3198428,1561.732421875,148,right
3199141,1562.08056640625,192.0,-1.0
3204309,1564.60400390625,16.0,-1.0
3204908,1564.896484375,138,right
3205051,1564.96630859375,112.0,-1.0
3205166,1565.0224609375,148,right
3205876,1565.369140625,192.0,-1.0
3211067,1567.90380859375,8,-1
3211871,1568.29638671875,138,right
3212024,1568.37109375,120,-1
3212141,1568.42822265625,148,right
3212616,1568.66015625,138,right
3212634,1568.6689453125,148,right
3213081,1568.88720703125,138,right
3213123,1568.90771484375,148,right
3213237,1568.96337890625,138,right
3213242,1568.9658203125,148,right
3213536,1569.109375,138,left
3213572,1569.126953125,148,left
3218030,1571.3037109375,8.0,-1.0
3218683,1571.62255859375,138,right
3218860,1571.708984375,120.0,-1.0
3218984,1571.76953125,148,right
3219019,1571.78662109375,138,right
3219139,1571.84521484375,148,right
3219685,1572.11181640625,192.0,-1.0
3231820,1578.037109375,16.0,-1.0
3232468,1578.353515625,138,right
3232607,1578.42138671875,112.0,-1.0
3232718,1578.4755859375,148,right
3233432,1578.82421875,192.0,-1.0
3238612,1581.353515625,8.0,-1.0
3239307,1581.69287109375,138,right
3239390,1581.7333984375,148,right
3239483,1581.77880859375,138,right
3239632,1581.8515625,120.0,-1.0
3239788,1581.927734375,148,right
3259297,1591.45361328125,16.0,-1.0
3260302,1591.9443359375,138,right
3260431,1592.00732421875,112.0,-1.0
3260630,1592.1044921875,148,right
3266431,1594.93701171875,4,-1
3268000,1595.703125,138,left
3268161,1595.78173828125,60,-1
3268358,1595.8779296875,148,left
3268793,1596.09033203125,138,right
3268878,1596.1318359375,148,right
3274145,1598.70361328125,4,-1
3275202,1599.2197265625,138,left
3275380,1599.306640625,60,-1
3275466,1599.3486328125,148,left
3275582,1599.4052734375,138,left
3275709,1599.46728515625,148,left
3281381,1602.23681640625,4,-1
3282028,1602.552734375,138,left
3282188,1602.630859375,60,-1
3282423,1602.74560546875,148,left
3283012,1603.033203125,192,-1
3468736,1693.71875,16.0,-1.0
3469289,1693.98876953125,138,right
3469418,1694.0517578125,112.0,-1.0
3469518,1694.1005859375,148,right
3469564,1694.123046875,138,right
3469633,1694.15673828125,148,right
3475426,1696.9853515625,16.0,-1.0
3475970,1697.2509765625,138,right
3476105,1697.31689453125,112.0,-1.0
3476196,1697.361328125,148,right
3476249,1697.38720703125,138,right
3476330,1697.4267578125,148,right
3488669,1703.45166015625,8.0,-1.0
3489394,1703.8056640625,138,right
3489549,1703.88134765625,120.0,-1.0
3489640,1703.92578125,148,right
3489668,1703.939453125,138,right
3489776,1703.9921875,148,right
3495530,1706.8017578125,16.0,-1.0
3496253,1707.15478515625,138,right
3496376,1707.21484375,112.0,-1.0
3496522,1707.2861328125,148,right
3502390,1710.1513671875,8.0,-1.0
3503000,1710.44921875,138,right
3503103,1710.49951171875,120.0,-1.0
3503298,1710.5947265625,148,right
3515770,1716.6845703125,16,-1
3516396,1716.990234375,138,right
3516552,1717.06640625,112,-1
3516674,1717.1259765625,148,right
3516739,1717.15771484375,138,right
3516768,1717.171875,148,right
3517442,1717.5009765625,138,left
3517474,1717.5166015625,148,left
3529526,1723.4013671875,16.0,-1.0
3530211,1723.73583984375,138,right
3530341,1723.79931640625,112.0,-1.0
3530491,1723.87255859375,148,right
3530528,1723.890625,138,right
3530576,1723.9140625,148,right
3536353,1726.73486328125,8.0,-1.0
3536929,1727.01611328125,138,right
3537046,1727.0732421875,120.0,-1.0
3537210,1727.1533203125,148,right
3543043,1730.00146484375,8.0,-1.0
3543535,1730.24169921875,138,right
3543702,1730.3232421875,148,right
3543754,1730.3486328125,138,right
3543960,1730.44921875,120.0,-1.0
3544160,1730.546875,148,right
3549972,1733.384765625,8.0,-1.0
3550456,1733.62109375,138,right
3550586,1733.6845703125,120.0,-1.0
3550802,1733.7900390625,148,right
3563590,1740.0341796875,16.0,-1.0
3564106,1740.2861328125,138,right
3564167,1740.31591796875,148,right
3564280,1740.37109375,138,right
3564389,1740.42431640625,112.0,-1.0
3564634,1740.5439453125,148,right
3577278,1746.7177734375,4,-1
3578218,1747.1767578125,138,left
3578303,1747.21826171875,60,-1
3578448,1747.2890625,148,left
3584309,1750.15087890625,8.0,-1.0
3584875,1750.42724609375,138,right
3585035,1750.50537109375,120.0,-1.0
3585124,1750.548828125,148,right
3597928,1756.80078125,4,-1
3598594,1757.1259765625,138,right
3598599,1757.12841796875,148,right
3598854,1757.2529296875,138,left
3599032,1757.33984375,60,-1
3599185,1757.41455078125,148,left
3605028,1760.267578125,4,-1
3606162,1760.8212890625,138,left
3606243,1760.86083984375,148,left
3606254,1760.8662109375,60,-1
3606275,1760.87646484375,138,left
3606314,1760.8955078125,148,left
3606366,1760.9208984375,138,left
3606469,1760.97119140625,148,left
3619295,1767.23388671875,8,-1
3619888,1767.5234375,138,right
3619978,1767.5673828125,120,-1
3620134,1767.6435546875,148,right
3620803,1767.97021484375,192,-1
3622217,1768.66064453125,138,left
3622254,1768.6787109375,148,left
3625985,1770.50048828125,4,-1
3626745,1770.87158203125,138,left
3626917,1770.95556640625,60,-1
3627006,1770.9990234375,148,left
3627035,1771.01318359375,138,left
3627159,1771.07373046875,148,left
3627304,1771.14453125,138,left
3627387,1771.18505859375,148,left
3632416,1773.640625,138,right
3632505,1773.68408203125,148,right
3632914,1773.8837890625,16.0,-1.0
3633399,1774.12060546875,138,right
3633489,1774.16455078125,148,right
3633503,1774.17138671875,112.0,-1.0
3633549,1774.19384765625,138,right
3633649,1774.24267578125,148,right
3634329,1774.57470703125,192.0,-1.0
3639502,1777.1005859375,16.0,-1.0
3639591,1777.14404296875,138,right
3639612,1777.154296875,148,right
3640059,1777.37255859375,138,right
3640185,1777.43408203125,112.0,-1.0
3640349,1777.51416015625,148,right
3641010,1777.8369140625,192.0,-1.0
3652916,1783.650390625,4,-1
3653166,1783.7724609375,138,right
3653253,1783.81494140625,148,right
3654075,1784.21630859375,138,left
3654200,1784.27734375,60,-1
3654433,1784.39111328125,148,left
3655160,1784.74609375,138,right
3655294,1784.8115234375,148,right
3660186,1787.2001953125,4,-1
3660955,1787.57568359375,138,left
3661103,1787.64794921875,60,-1
3661323,1787.75537109375,148,left
3667115,1790.58349609375,4,-1
3667782,1790.9091796875,138,left
3667935,1790.98388671875,60,-1
3668119,1791.07373046875,148,left
3700975,1807.11669921875,4,-1
3701600,1807.421875,138,right
3701621,1807.43212890625,148,right
3701767,1807.50341796875,138,left
3701901,1807.56884765625,60,-1
3702063,1807.64794921875,148,left
3702094,1807.6630859375,138,left
3702192,1807.7109375,148,left
3707904,1810.5,4,-1
3708604,1810.841796875,138,left
3708760,1810.91796875,60,-1
3708838,1810.9560546875,148,left
3710032,1811.5390625,138,right
3710064,1811.5546875,148,right
3714765,1813.85009765625,8.0,-1.0
3715460,1814.189453125,138,right
3715612,1814.263671875,120.0,-1.0
3715764,1814.337890625,148,right
3717808,1815.3359375,138,right
3717836,1815.349609375,148,right
3720569,1816.68408203125,32,-1
3720570,1816.6845703125,2,-1
3721625,1817.19970703125,1,-1
3722243,1817.50146484375,138,left
3722402,1817.5791015625,63,-1
3722641,1817.69580078125,148,left
3722921,1817.83251953125,138,right
3722998,1817.8701171875,148,right
3723227,1817.98193359375,192,-1
3728418,1820.5166015625,8.0,-1.0
3729099,1820.84912109375,138,right
3729196,1820.896484375,120.0,-1.0
3729399,1820.99560546875,148,right
3729471,1821.03076171875,138,right
3729550,1821.0693359375,148,right
3730021,1821.29931640625,192.0,-1.0
3735210,1823.8330078125,4,-1
3736267,1824.34912109375,138,left
3736424,1824.42578125,60,-1
3736648,1824.53515625,148,left
3737117,1824.76416015625,138,left
3737212,1824.810546875,148,left
3742412,1827.349609375,16.0,-1.0
3742845,1827.56103515625,138,right
3743019,1827.64599609375,148,right
3743058,1827.6650390625,138,right
3743128,1827.69921875,112.0,-1.0
3743386,1827.8251953125,148,right
3743953,1828.10205078125,192.0,-1.0
3749136,1830.6328125,8.0,-1.0
3749596,1830.857421875,138,right
3749754,1830.9345703125,120.0,-1.0
3749842,1830.9775390625,148,right
3749886,1830.9990234375,138,right
3749976,1831.04296875,148,right
3750579,1831.33740234375,192.0,-1.0
3755758,1833.8662109375,4,-1
3756481,1834.21923828125,138,left
3756617,1834.28564453125,60,-1
3756853,1834.40087890625,148,left
3757442,1834.6884765625,192,-1
3769411,1840.53271484375,8.0,-1.0
3770139,1840.88818359375,138,right
3770283,1840.95849609375,120.0,-1.0
3770384,1841.0078125,148,right
3771108,1841.361328125,192.0,-1.0
3776272,1843.8828125,4,-1
3776971,1844.22412109375,138,left
3777165,1844.31884765625,60,-1
3777386,1844.4267578125,148,left
3777990,1844.7216796875,192,-1
3783167,1847.24951171875,8.0,-1.0
3783845,1847.58056640625,138,right
3783971,1847.64208984375,120.0,-1.0
3784200,1847.75390625,148,right
3784796,1848.044921875,192.0,-1.0
3789959,1850.56591796875,8,-1
3790528,1850.84375,138,left
3790670,1850.9130859375,56,-1
3790794,1850.9736328125,148,left
3791045,1851.09619140625,138,right
3791100,1851.123046875,148,right
3791468,1851.302734375,138,right
3791741,1851.43603515625,148,right
3796683,1853.84912109375,16.0,-1.0
3797168,1854.0859375,138,right
3797328,1854.1640625,112.0,-1.0
3797452,1854.224609375,148,right
3798153,1854.56689453125,192.0,-1.0
3803339,1857.09912109375,4,-1
3804090,1857.4658203125,138,left
3804235,1857.53662109375,60,-1
3804514,1857.6728515625,148,left
3805060,1857.939453125,192,-1
3810234,1860.4658203125,16.0,-1.0
3810813,1860.74853515625,138,right
3811046,1860.8623046875,112.0,-1.0
3811250,1860.9619140625,148,right
3811871,1861.26513671875,192.0,-1.0
3817060,1863.798828125,4,-1
3817794,1864.1572265625,138,left
3817949,1864.23291015625,60,-1
3818193,1864.35205078125,148,left
3818774,1864.6357421875,192,-1
3823955,1867.16552734375,16.0,-1.0
3824687,1867.52294921875,138,right
3824835,1867.59521484375,112.0,-1.0
3825049,1867.69970703125,148,right
3825660,1867.998046875,192.0,-1.0
3830850,1870.5322265625,16.0,-1.0
3831414,1870.8076171875,138,right
3831558,1870.8779296875,112.0,-1.0
3831827,1871.00927734375,148,right
3832383,1871.28076171875,192.0,-1.0
3837574,1873.8154296875,16.0,-1.0
3838134,1874.0888671875,138,right
3838259,1874.14990234375,112.0,-1.0
3838487,1874.26123046875,148,right
3839084,1874.552734375,192.0,-1.0
3844264,1877.08203125,8.0,-1.0
3844900,1877.392578125,138,right
3845000,1877.44140625,120.0,-1.0
3845233,1877.55517578125,148,right
3845826,1877.8447265625,192.0,-1.0
3850988,1880.365234375,8.0,-1.0
3851516,1880.623046875,138,right
3851652,1880.689453125,120.0,-1.0
3851785,1880.75439453125,148,right
3852477,1881.09228515625,192.0,-1.0
3857644,1883.615234375,16.0,-1.0
3858300,1883.935546875,138,right
3858427,1883.99755859375,112.0,-1.0
3858639,1884.10107421875,148,right
3859252,1884.400390625,192.0,-1.0
3864437,1886.93212890625,4,-1
3864598,1887.0107421875,138,left
3864630,1887.0263671875,148,left
3864869,1887.14306640625,138,right
3864964,1887.189453125,148,right
3865162,1887.2861328125,138,left
3865291,1887.34912109375,60,-1
3865468,1887.435546875,148,left
3866115,1887.75146484375,192,-1
3871297,1890.28173828125,8.0,-1.0
3871979,1890.61474609375,138,right
3872073,1890.66064453125,120.0,-1.0
3872291,1890.76708984375,148,right
3872898,1891.0634765625,192.0,-1.0
3878090,1893.5986328125,16.0,-1.0
3878856,1893.97265625,138,right
3878965,1894.02587890625,112.0,-1.0
3879192,1894.13671875,148,right
3879790,1894.4287109375,192.0,-1.0
3884951,1896.94873046875,4,-1
3885852,1897.388671875,138,left
3886006,1897.4638671875,60,-1
3886236,1897.576171875,148,left
3956425,1931.84814453125,16.0,-1.0
3956944,1932.1015625,138,right
3957051,1932.15380859375,112.0,-1.0
3957337,1932.29345703125,148,right
3969702,1938.3310546875,8.0,-1.0
3970475,1938.70849609375,138,right
3970570,1938.7548828125,120.0,-1.0
3970819,1938.87646484375,148,right
3976563,1941.68115234375,8.0,-1.0
3977093,1941.93994140625,138,right
3977210,1941.9970703125,120.0,-1.0
3977453,1942.11572265625,148,right
3983219,1944.93115234375,16.0,-1.0
3983824,1945.2265625,138,right
3983920,1945.2734375,112.0,-1.0
3984128,1945.375,148,right
3989909,1948.19775390625,4,-1
3990600,1948.53515625,138,left
3990678,1948.5732421875,148,left
3990758,1948.6123046875,138,left
3990861,1948.66259765625,60,-1
3991125,1948.79150390625,148,left
3996872,1951.59765625,4,-1
3997603,1951.95458984375,138,left
3997780,1952.041015625,60,-1
3998035,1952.16552734375,148,left
4003767,1954.96435546875,8.0,-1.0
4004389,1955.26806640625,138,right
4004488,1955.31640625,120.0,-1.0
4004676,1955.408203125,148,right
4004716,1955.427734375,138,right
4004793,1955.46533203125,148,right
4010491,1958.24755859375,16.0,-1.0
4010907,1958.45068359375,138,right
4011042,1958.5166015625,112.0,-1.0
4011294,1958.6396484375,148,right
4043804,1974.513671875,8,-1
4043927,1974.57373046875,138,left
4043965,1974.59228515625,148,left
4044475,1974.84130859375,138,right
4044570,1974.8876953125,120,-1
4044840,1975.01953125,148,right
4050563,1977.81396484375,8.0,-1.0
4051064,1978.05859375,138,right
4051176,1978.11328125,120.0,-1.0
4051356,1978.201171875,148,right
4063909,1984.33056640625,4,-1
4064638,1984.6865234375,138,left
4064737,1984.73486328125,60,-1
4065032,1984.87890625,148,left
4066257,1985.47705078125,138,left
4066366,1985.5302734375,148,left
4070735,1987.66357421875,8,-1
4071242,1987.9111328125,138,left
4071310,1987.9443359375,138,right
4071353,1987.96533203125,148,left
4071452,1988.013671875,120,-1
4071669,1988.11962890625,148,right
4077459,1990.94677734375,16,-1
4078090,1991.2548828125,138,right
4078205,1991.31103515625,112,-1
4078434,1991.4228515625,148,right
4079504,1991.9453125,138,left
4079533,1991.95947265625,148,left
4084218,1994.2470703125,8.0,-1.0
4084737,1994.50048828125,138,right
4084839,1994.55029296875,120.0,-1.0
4085032,1994.64453125,148,right
4085225,1994.73876953125,138,right
4085351,1994.80029296875,148,right
4104356,2004.080078125,16.0,-1.0
4105028,2004.408203125,138,right
4105157,2004.47119140625,112.0,-1.0
4105424,2004.6015625,148,right
4111148,2007.396484375,16.0,-1.0
4111996,2007.810546875,138,right
4112077,2007.85009765625,112.0,-1.0
4112320,2007.96875,148,right
4118077,2010.77978515625,8.0,-1.0
4118963,2011.21240234375,138,right
4119048,2011.25390625,120.0,-1.0
4119256,2011.35546875,148,right
4131594,2017.3798828125,8.0,-1.0
4132150,2017.6513671875,138,right
4132238,2017.6943359375,120.0,-1.0
4132410,2017.7783203125,148,right
4133064,2018.09765625,192.0,-1.0
4145418,2024.1298828125,4,-1
4146145,2024.48486328125,138,left
4146268,2024.544921875,60,-1
4146526,2024.6708984375,148,left
4148095,2025.43701171875,138,left
4148248,2025.51171875,148,left
4158934,2030.7294921875,16.0,-1.0
4159519,2031.01513671875,138,right
4159616,2031.0625,112.0,-1.0
4159772,2031.138671875,148,right
4160441,2031.46533203125,192.0,-1.0
4165624,2033.99609375,16.0,-1.0
4166148,2034.251953125,138,right
4166236,2034.294921875,112.0,-1.0
4166406,2034.3779296875,148,right
4167061,2034.69775390625,192.0,-1.0
4172246,2037.2294921875,8.0,-1.0
4172846,2037.5224609375,138,right
4172922,2037.5595703125,120.0,-1.0
4173080,2037.63671875,148,right
4173132,2037.662109375,138,right
4173178,2037.6845703125,148,right
4173747,2037.96240234375,192.0,-1.0
4178936,2040.49609375,16.0,-1.0
4179368,2040.70703125,138,right
4179462,2040.7529296875,112.0,-1.0
4179567,2040.80419921875,148,right
4179628,2040.833984375,138,right
4179698,2040.8681640625,148,right
4180287,2041.15576171875,192.0,-1.0
4185455,2043.67919921875,16.0,-1.0
4185844,2043.869140625,138,right
4185972,2043.931640625,112.0,-1.0
4186117,2044.00244140625,148,right
4186797,2044.33447265625,192.0,-1.0
4191975,2046.86279296875,4,-1
4192118,2046.9326171875,138,right
4192186,2046.9658203125,148,right
4192604,2047.169921875,138,left
4192779,2047.25537109375,60,-1
4192924,2047.326171875,148,left
4206003,2053.71240234375,16.0,-1.0
4206431,2053.92138671875,138,right
4206524,2053.966796875,112.0,-1.0
4206763,2054.08349609375,148,right
4207349,2054.36962890625,192.0,-1.0
4219110,2060.1123046875,4,-1
4219838,2060.4677734375,138,left
4219944,2060.51953125,60,-1
4220211,2060.64990234375,148,left
4225937,2063.44580078125,8.0,-1.0
4226665,2063.80126953125,138,right
4226794,2063.8642578125,120.0,-1.0
4227015,2063.97216796875,148,right
4232798,2066.7958984375,8.0,-1.0
4233361,2067.07080078125,138,right
4233456,2067.1171875,120.0,-1.0
4233658,2067.2158203125,148,right
4234282,2067.5205078125,192.0,-1.0
4238562,2069.6103515625,138,left
4238593,2069.62548828125,148,left
4239454,2070.0458984375,4,-1
4240033,2070.32861328125,138,left
4240150,2070.3857421875,148,left
4240181,2070.40087890625,138,left
4240208,2070.4140625,60,-1
4240252,2070.435546875,148,left
4242263,2071.41748046875,138,right
4242284,2071.427734375,148,right
4252868,2076.595703125,8,-1
4253613,2076.95947265625,138,left
4253802,2077.0517578125,148,left
4253817,2077.05908203125,138,right
4253876,2077.087890625,138,left
4253905,2077.10205078125,120,-1
4254020,2077.158203125,148,left
4254054,2077.1748046875,148,right
4254107,2077.20068359375,138,right
4254257,2077.27392578125,148,right
4254403,2077.34521484375,138,right
4254527,2077.40576171875,148,right
4254583,2077.43310546875,138,right
4254671,2077.47607421875,148,right
4254728,2077.50390625,138,right
4254843,2077.56005859375,148,right
4254971,2077.62255859375,138,right
4255273,2077.77001953125,148,right
4255333,2077.79931640625,138,right
4255551,2077.90576171875,148,right
4255610,2077.9345703125,138,right
4255723,2077.98974609375,148,right
4259899,2080.02880859375,8.0,-1.0
4260306,2080.2275390625,138,right
4260447,2080.29638671875,120.0,-1.0
4260657,2080.39892578125,148,right
4261272,2080.69921875,192.0,-1.0
4266453,2083.22900390625,4,-1
4267283,2083.63427734375,138,left
4267462,2083.7216796875,60,-1
4267650,2083.8134765625,148,left
4273450,2086.6455078125,16.0,-1.0
4273994,2086.9111328125,138,right
4274079,2086.95263671875,112.0,-1.0
4274335,2087.07763671875,148,right
4274904,2087.35546875,192.0,-1.0
4280072,2089.87890625,4,-1
4280743,2090.20654296875,138,left
4280816,2090.2421875,148,left
4280853,2090.26025390625,138,left
4280944,2090.3046875,60,-1
4281058,2090.3603515625,148,left
4281084,2090.373046875,138,left
4281146,2090.4033203125,148,left
4293929,2096.64501953125,4,-1
4294936,2097.13671875,138,left
4294971,2097.15380859375,148,left
4295082,2097.2080078125,138,left
4295180,2097.255859375,60,-1
4295429,2097.37744140625,148,left
4301166,2100.1787109375,8.0,-1.0
4301808,2100.4921875,138,right
4301940,2100.556640625,120.0,-1.0
4302139,2100.65380859375,148,right
4307924,2103.478515625,4,-1
4308669,2103.84228515625,138,left
4308835,2103.92333984375,60,-1
4309044,2104.025390625,148,left
4314819,2106.84521484375,4,-1
4315506,2107.1806640625,138,left
4315672,2107.26171875,60,-1
4315977,2107.41064453125,148,left
4321679,2110.19482421875,4,-1
4322318,2110.5068359375,138,left
4322453,2110.57275390625,60,-1
4322729,2110.70751953125,148,left
4324135,2111.39404296875,138,right
4324252,2111.451171875,148,right
4324586,2111.6142578125,138,right
4324735,2111.68701171875,148,right
4328438,2113.4951171875,4,-1
4329061,2113.79931640625,138,left
4329180,2113.857421875,60,-1
4329418,2113.9736328125,148,left
4330006,2114.2607421875,192,-1
4335196,2116.794921875,16.0,-1.0
4335891,2117.13427734375,138,right
4335990,2117.1826171875,112.0,-1.0
4336230,2117.2998046875,148,right
4341988,2120.111328125,8.0,-1.0
4342638,2120.4287109375,138,right
4342732,2120.474609375,120.0,-1.0
4342986,2120.5986328125,148,right
4343557,2120.87744140625,192.0,-1.0
4348747,2123.41162109375,4,-1
4349529,2123.79345703125,138,left
4349700,2123.876953125,60,-1
4349878,2123.9638671875,148,left
4355710,2126.8115234375,16,-1
4355788,2126.849609375,138,right
4355872,2126.890625,148,right
4356056,2126.98046875,138,right
4356120,2127.01171875,148,right
4356218,2127.0595703125,138,right
4356345,2127.12158203125,112,-1
4356560,2127.2265625,148,right
4357170,2127.5244140625,192,-1
4358408,2128.12890625,138,left
4358438,2128.1435546875,148,left
4368953,2133.27783203125,16.0,-1.0
4369456,2133.5234375,138,right
4369575,2133.58154296875,112.0,-1.0
4369840,2133.7109375,148,right
4370400,2133.984375,192.0,-1.0
4371878,2134.7060546875,138,right
4371988,2134.759765625,148,right
4375575,2136.51123046875,16.0,-1.0
4376200,2136.81640625,138,right
4376277,2136.85400390625,112.0,-1.0
4376455,2136.94091796875,148,right
4377101,2137.25634765625,192.0,-1.0
4382265,2139.77783203125,4,-1
4382698,2139.9892578125,138,left
4382785,2140.03173828125,148,left
4382845,2140.06103515625,138,left
4382938,2140.1064453125,60,-1
4383083,2140.17724609375,148,left
4383762,2140.5087890625,192,-1
